1512501507012, in, 32,<MessageFrame><messageId>20</messageId><value><BasicSafetyMessage><coreData><msgCnt>49</msgCnt><id>FE95E8G3</id><secMark>27049</secMark><lat>279495929</lat><long>-824576090</long><elev>-152</elev><accuracy><semiMajor>13</semiMajor><semiMinor>9</semiMinor><orientation>26625</orientation></accuracy><transmission><unavailable></unavailable></transmission><speed>454</speed><heading>19862</heading><angle>127</angle><accelSet><long>-67</long><lat>-4</lat><vert>1</vert><yaw>-5</yaw></accelSet><brakes><wheelBrakes>10000</wheelBrakes><traction><unavailable></unavailable></traction><abs><unavailable></unavailable></abs><scs><unavailable></unavailable></scs><brakeBoost><unavailable></unavailable></brakeBoost><auxBrakes><unavailable></unavailable></auxBrakes></brakes><size><width>201</width><length>435</length></size></coreData><partII><SEQUENCE><partII-Id>0</partII-Id><partII-Value><VehicleSafetyExtensions><pathHistory><crumbData><PathHistoryPoint><latOffset>-8691</latOffset><lonOffset>-25700</lonOffset><elevationOffset>11</elevationOffset><timeOffset>2349</timeOffset></PathHistoryPoint><PathHistoryPoint><latOffset>-18767</latOffset><lonOffset>-55126</lonOffset><elevationOffset>50</elevationOffset><timeOffset>6669</timeOffset></PathHistoryPoint></crumbData></pathHistory><pathPrediction><radiusOfCurve>32767</radiusOfCurve><confidence>200</confidence></pathPrediction></VehicleSafetyExtensions></partII-Value></SEQUENCE></partII></BasicSafetyMessage></value></MessageFrame>
1512501507513, in, 32,<MessageFrame><messageId>20</messageId><value><BasicSafetyMessage><coreData><msgCnt>54</msgCnt><id>FE95E8G3</id><secMark>27549</secMark><lat>279495782</lat><long>-824576495</long><elev>-153</elev><accuracy><semiMajor>13</semiMajor><semiMinor>9</semiMinor><orientation>26665</orientation></accuracy><transmission><unavailable></unavailable></transmission><speed>430</speed><heading>19901</heading><angle>127</angle><accelSet><long>-143</long><lat>6</lat><vert>0</vert><yaw>16</yaw></accelSet><brakes><wheelBrakes>10000</wheelBrakes><traction><unavailable></unavailable></traction><abs><unavailable></unavailable></abs><scs><unavailable></unavailable></scs><brakeBoost><unavailable></unavailable></brakeBoost><auxBrakes><unavailable></unavailable></auxBrakes></brakes><size><width>201</width><length>435</length></size></coreData><partII><SEQUENCE><partII-Id>0</partII-Id><partII-Value><VehicleSafetyExtensions><pathHistory><crumbData><PathHistoryPoint><latOffset>-8838</latOffset><lonOffset>-26105</lonOffset><elevationOffset>10</elevationOffset><timeOffset>2399</timeOffset></PathHistoryPoint><PathHistoryPoint><latOffset>-18914</latOffset><lonOffset>-55531</lonOffset><elevationOffset>49</elevationOffset><timeOffset>6719</timeOffset></PathHistoryPoint></crumbData></pathHistory><pathPrediction><radiusOfCurve>32767</radiusOfCurve><confidence>200</confidence></pathPrediction></VehicleSafetyExtensions></partII-Value></SEQUENCE></partII></BasicSafetyMessage></value></MessageFrame>
1512501507813, in, 32,<MessageFrame><messageId>20</messageId><value><BasicSafetyMessage><coreData><msgCnt>57</msgCnt><id>FE95E8G3</id><secMark>27850</secMark><lat>279495708</lat><long>-824576724</long><elev>-153</elev><accuracy><semiMajor>13</semiMajor><semiMinor>9</semiMinor><orientation>26665</orientation></accuracy><transmission><unavailable></unavailable></transmission><speed>405</speed><heading>20002</heading><angle>127</angle><accelSet><long>-143</long><lat>6</lat><vert>0</vert><yaw>16</yaw></accelSet><brakes><wheelBrakes>10000</wheelBrakes><traction><unavailable></unavailable></traction><abs><unavailable></unavailable></abs><scs><unavailable></unavailable></scs><brakeBoost><unavailable></unavailable></brakeBoost><auxBrakes><unavailable></unavailable></auxBrakes></brakes><size><width>201</width><length>435</length></size></coreData><partII><SEQUENCE><partII-Id>0</partII-Id><partII-Value><VehicleSafetyExtensions><pathHistory><crumbData><PathHistoryPoint><latOffset>-8912</latOffset><lonOffset>-26334</lonOffset><elevationOffset>10</elevationOffset><timeOffset>2430</timeOffset></PathHistoryPoint><PathHistoryPoint><latOffset>-18988</latOffset><lonOffset>-55760</lonOffset><elevationOffset>49</elevationOffset><timeOffset>6750</timeOffset></PathHistoryPoint></crumbData></pathHistory><pathPrediction><radiusOfCurve>32767</radiusOfCurve><confidence>200</confidence></pathPrediction></VehicleSafetyExtensions></partII-Value></SEQUENCE></partII></BasicSafetyMessage></value></MessageFrame>
1512501508012, in, 32,<MessageFrame><messageId>20</messageId><value><BasicSafetyMessage><coreData><msgCnt>59</msgCnt><id>FE95E8G3</id><secMark>28050</secMark><lat>279495665</lat><long>-824576861</long><elev>-152</elev><accuracy><semiMajor>13</semiMajor><semiMinor>9</semiMinor><orientation>26655</orientation></accuracy><transmission><unavailable></unavailable></transmission><speed>391</speed><heading>20131</heading><angle>127</angle><accelSet><long>-162</long><lat>55</lat><vert>0</vert><yaw>310</yaw></accelSet><brakes><wheelBrakes>10000</wheelBrakes><traction><unavailable></unavailable></traction><abs><unavailable></unavailable></abs><scs><unavailable></unavailable></scs><brakeBoost><unavailable></unavailable></brakeBoost><auxBrakes><unavailable></unavailable></auxBrakes></brakes><size><width>201</width><length>435</length></size></coreData><partII><SEQUENCE><partII-Id>0</partII-Id><partII-Value><VehicleSafetyExtensions><pathHistory><crumbData><PathHistoryPoint><latOffset>-23</latOffset><lonOffset>-74</lonOffset><elevationOffset>0</elevationOffset><timeOffset>10</timeOffset></PathHistoryPoint><PathHistoryPoint><latOffset>-8955</latOffset><lonOffset>-26471</lonOffset><elevationOffset>11</elevationOffset><timeOffset>2450</timeOffset></PathHistoryPoint></crumbData></pathHistory><pathPrediction><radiusOfCurve>1542</radiusOfCurve><confidence>200</confidence></pathPrediction></VehicleSafetyExtensions></partII-Value></SEQUENCE></partII></BasicSafetyMessage></value></MessageFrame>
1512501508114, in, 32,<MessageFrame><messageId>20</messageId><value><BasicSafetyMessage><coreData><msgCnt>60</msgCnt><id>FE95E8G3</id><secMark>28150</secMark><lat>279495645</lat><long>-824576935</long><elev>-152</elev><accuracy><semiMajor>13</semiMajor><semiMinor>9</semiMinor><orientation>26655</orientation></accuracy><transmission><unavailable></unavailable></transmission><speed>382</speed><heading>20205</heading><angle>127</angle><accelSet><long>-162</long><lat>55</lat><vert>0</vert><yaw>310</yaw></accelSet><brakes><wheelBrakes>10000</wheelBrakes><traction><unavailable></unavailable></traction><abs><unavailable></unavailable></abs><scs><unavailable></unavailable></scs><brakeBoost><unavailable></unavailable></brakeBoost><auxBrakes><unavailable></unavailable></auxBrakes></brakes><size><width>201</width><length>435</length></size></coreData><partII><SEQUENCE><partII-Id>0</partII-Id><partII-Value><VehicleSafetyExtensions><pathHistory><crumbData><PathHistoryPoint><latOffset>-43</latOffset><lonOffset>-148</lonOffset><elevationOffset>0</elevationOffset><timeOffset>20</timeOffset></PathHistoryPoint><PathHistoryPoint><latOffset>-8975</latOffset><lonOffset>-26545</lonOffset><elevationOffset>11</elevationOffset><timeOffset>2460</timeOffset></PathHistoryPoint></crumbData></pathHistory><pathPrediction><radiusOfCurve>1527</radiusOfCurve><confidence>200</confidence></pathPrediction></VehicleSafetyExtensions></partII-Value></SEQUENCE></partII></BasicSafetyMessage></value></MessageFrame>
1512501508213, in, 32,<MessageFrame><messageId>20</messageId><value><BasicSafetyMessage><coreData><msgCnt>61</msgCnt><id>FE95E8G3</id><secMark>28250</secMark><lat>279495627</lat><long>-824577007</long><elev>-152</elev><accuracy><semiMajor>13</semiMajor><semiMinor>9</semiMinor><orientation>26655</orientation></accuracy><transmission><unavailable></unavailable></transmission><speed>373</speed><heading>20299</heading><angle>127</angle><accelSet><long>-162</long><lat>55</lat><vert>0</vert><yaw>310</yaw></accelSet><brakes><wheelBrakes>10000</wheelBrakes><traction><unavailable></unavailable></traction><abs><unavailable></unavailable></abs><scs><unavailable></unavailable></scs><brakeBoost><unavailable></unavailable></brakeBoost><auxBrakes><unavailable></unavailable></auxBrakes></brakes><size><width>201</width><length>435</length></size></coreData><partII><SEQUENCE><partII-Id>0</partII-Id><partII-Value><VehicleSafetyExtensions><pathHistory><crumbData><PathHistoryPoint><latOffset>-61</latOffset><lonOffset>-220</lonOffset><elevationOffset>0</elevationOffset><timeOffset>30</timeOffset></PathHistoryPoint><PathHistoryPoint><latOffset>-8993</latOffset><lonOffset>-26617</lonOffset><elevationOffset>11</elevationOffset><timeOffset>2470</timeOffset></PathHistoryPoint></crumbData></pathHistory><pathPrediction><radiusOfCurve>1338</radiusOfCurve><confidence>200</confidence></pathPrediction></VehicleSafetyExtensions></partII-Value></SEQUENCE></partII></BasicSafetyMessage></value></MessageFrame>
1512501508313, in, 32,<MessageFrame><messageId>20</messageId><value><BasicSafetyMessage><coreData><msgCnt>62</msgCnt><id>FE95E8G3</id><secMark>28350</secMark><lat>279495610</lat><long>-824577078</long><elev>-152</elev><accuracy><semiMajor>13</semiMajor><semiMinor>9</semiMinor><orientation>26655</orientation></accuracy><transmission><unavailable></unavailable></transmission><speed>363</speed><heading>20409</heading><angle>127</angle><accelSet><long>-162</long><lat>55</lat><vert>0</vert><yaw>310</yaw></accelSet><brakes><wheelBrakes>10000</wheelBrakes><traction><unavailable></unavailable></traction><abs><unavailable></unavailable></abs><scs><unavailable></unavailable></scs><brakeBoost><unavailable></unavailable></brakeBoost><auxBrakes><unavailable></unavailable></auxBrakes></brakes><size><width>201</width><length>435</length></size></coreData><partII><SEQUENCE><partII-Id>0</partII-Id><partII-Value><VehicleSafetyExtensions><pathHistory><crumbData><PathHistoryPoint><latOffset>-78</latOffset><lonOffset>-291</lonOffset><elevationOffset>0</elevationOffset><timeOffset>40</timeOffset></PathHistoryPoint><PathHistoryPoint><latOffset>-9010</latOffset><lonOffset>-26688</lonOffset><elevationOffset>11</elevationOffset><timeOffset>2480</timeOffset></PathHistoryPoint></crumbData></pathHistory><pathPrediction><radiusOfCurve>1336</radiusOfCurve><confidence>200</confidence></pathPrediction></VehicleSafetyExtensions></partII-Value></SEQUENCE></partII></BasicSafetyMessage></value></MessageFrame>
1512501508516, in, 32,<MessageFrame><messageId>20</messageId><value><BasicSafetyMessage><coreData><msgCnt>64</msgCnt><id>FE95E8G3</id><secMark>28550</secMark><lat>279495602</lat><long>-824577188</long><elev>-152</elev><accuracy><semiMajor>13</semiMajor><semiMinor>9</semiMinor><orientation>26613</orientation></accuracy><transmission><unavailable></unavailable></transmission><speed>340</speed><heading>20742</heading><angle>127</angle><accelSet><long>-173</long><lat>137</lat><vert>0</vert><yaw>906</yaw></accelSet><brakes><wheelBrakes>10000</wheelBrakes><traction><unavailable></unavailable></traction><abs><unavailable></unavailable></abs><scs><unavailable></unavailable></scs><brakeBoost><unavailable></unavailable></brakeBoost><auxBrakes><unavailable></unavailable></auxBrakes></brakes><size><width>201</width><length>435</length></size></coreData><partII><SEQUENCE><partII-Id>0</partII-Id><partII-Value><VehicleSafetyExtensions><pathHistory><crumbData><PathHistoryPoint><latOffset>-86</latOffset><lonOffset>-401</lonOffset><elevationOffset>0</elevationOffset><timeOffset>60</timeOffset></PathHistoryPoint><PathHistoryPoint><latOffset>-9018</latOffset><lonOffset>-26798</lonOffset><elevationOffset>11</elevationOffset><timeOffset>2500</timeOffset></PathHistoryPoint></crumbData></pathHistory><pathPrediction><radiusOfCurve>448</radiusOfCurve><confidence>200</confidence></pathPrediction></VehicleSafetyExtensions></partII-Value></SEQUENCE></partII></BasicSafetyMessage></value></MessageFrame>
1512501508613, in, 32,<MessageFrame><messageId>20</messageId><value><BasicSafetyMessage><coreData><msgCnt>65</msgCnt><id>FE95E8G3</id><secMark>28650</secMark><lat>279495595</lat><long>-824577253</long><elev>-152</elev><accuracy><semiMajor>13</semiMajor><semiMinor>9</semiMinor><orientation>26613</orientation></accuracy><transmission><unavailable></unavailable></transmission><speed>332</speed><heading>20918</heading><angle>127</angle><accelSet><long>-173</long><lat>137</lat><vert>0</vert><yaw>906</yaw></accelSet><brakes><wheelBrakes>10000</wheelBrakes><traction><unavailable></unavailable></traction><abs><unavailable></unavailable></abs><scs><unavailable></unavailable></scs><brakeBoost><unavailable></unavailable></brakeBoost><auxBrakes><unavailable></unavailable></auxBrakes></brakes><size><width>201</width><length>435</length></size></coreData><partII><SEQUENCE><partII-Id>0</partII-Id><partII-Value><VehicleSafetyExtensions><pathHistory><crumbData><PathHistoryPoint><latOffset>-93</latOffset><lonOffset>-466</lonOffset><elevationOffset>0</elevationOffset><timeOffset>70</timeOffset></PathHistoryPoint><PathHistoryPoint><latOffset>-9025</latOffset><lonOffset>-26863</lonOffset><elevationOffset>11</elevationOffset><timeOffset>2510</timeOffset></PathHistoryPoint></crumbData></pathHistory><pathPrediction><radiusOfCurve>445</radiusOfCurve><confidence>200</confidence></pathPrediction></VehicleSafetyExtensions></partII-Value></SEQUENCE></partII></BasicSafetyMessage></value></MessageFrame>
1512501508711, in, 32,<MessageFrame><messageId>20</messageId><value><BasicSafetyMessage><coreData><msgCnt>66</msgCnt><id>FE95E8G3</id><secMark>28750</secMark><lat>279495590</lat><long>-824577319</long><elev>-153</elev><accuracy><semiMajor>13</semiMajor><semiMinor>9</semiMinor><orientation>26613</orientation></accuracy><transmission><unavailable></unavailable></transmission><speed>328</speed><heading>21107</heading><angle>127</angle><accelSet><long>-173</long><lat>137</lat><vert>0</vert><yaw>906</yaw></accelSet><brakes><wheelBrakes>10000</wheelBrakes><traction><unavailable></unavailable></traction><abs><unavailable></unavailable></abs><scs><unavailable></unavailable></scs><brakeBoost><unavailable></unavailable></brakeBoost><auxBrakes><unavailable></unavailable></auxBrakes></brakes><size><width>201</width><length>435</length></size></coreData><partII><SEQUENCE><partII-Id>0</partII-Id><partII-Value><VehicleSafetyExtensions><pathHistory><crumbData><PathHistoryPoint><latOffset>-98</latOffset><lonOffset>-532</lonOffset><elevationOffset>-1</elevationOffset><timeOffset>80</timeOffset></PathHistoryPoint><PathHistoryPoint><latOffset>-9030</latOffset><lonOffset>-26929</lonOffset><elevationOffset>10</elevationOffset><timeOffset>2520</timeOffset></PathHistoryPoint></crumbData></pathHistory><pathPrediction><radiusOfCurve>445</radiusOfCurve><confidence>200</confidence></pathPrediction></VehicleSafetyExtensions></partII-Value></SEQUENCE></partII></BasicSafetyMessage></value></MessageFrame>
